ticker,company,industry,source_sector,source_industry,classification_source,source_url
GWRS,Global Water Resources Inc. Common Stock,Utilities,Utilities,Water Supply,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DLPN,Dolphin Entertainment Inc. Common Stock,Services (Non-Financial),Consumer Discretionary,Other Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
XXII,22nd Century Group Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Medicinal Chemicals and Botanical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
YETI,YETI Holdings Inc. Common Stock,Consumer Durables,Consumer Discretionary,Recreational Games/Products/Toys,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RMTI,Rockwell Medical Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HWH,HWH International Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Other Pharmaceuticals,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CAAS,China Automotive Systems Inc. Common Stock,Consumer Durables,Consumer Discretionary,Auto Parts:O.E.M.,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AIT,Applied Industrial Technologies Inc. Common Stock,Commercial Products,Consumer Discretionary,Industrial Specialties,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PTHS,Pelthos Therapeutics,Pharmaceuticals and Biotechnology,Healthcare,Biotechnology,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/pths/
WWW,Wolverine World Wide Inc. Common Stock,Apparel and Accessories,Consumer Discretionary,Shoe Manufacturing,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SBC,SBC Medical Group Holdings Incorporated Common Stock,Healthcare Services,Health Care,Medical/Nursing Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TPR,Tapestry Inc. Common Stock,Apparel and Accessories,Consumer Discretionary,Apparel,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SBDS,Solo Brands,Retail,Consumer Discretionary,Internet Retail,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/sbds/
XAIR,Beyond Air Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LMFA,LM Funding America Inc. Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CLRB,Cellectar Biosciences Inc.  Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LNSR,LENSAR Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CREX,Creative Realities Inc. Common Stock,IT Services,Technology,EDP Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HOWL,Werewolf Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,Healthcare Services,Health Care,Medical/Nursing Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AMS,American Shared Hospital Services Common Stock,Healthcare Devices and Supplies,Health Care,Medical Specialities,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BKTI,BK Technologies Corporation Common Stock,Communications and Networking,Technology,Radio And Television Broadcasting And Communications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CRMD,CorMedix Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
